Question,Answer,Encoder Inputs,Decoder Inputs,Decoder Targets,Question Length,Answer Length
where are all these people going?,they're all asking the same question.,where are all these people going ?,<sos> they ' re all asking the same question . <eos>,they ' re all asking the same question . <eos>,34,52
they're all asking the same question.,when are they going to fix this problem?,they ' re all asking the same question .,<sos> when are they going to fix this problem ? <eos>,when are they going to fix this problem ? <eos>,40,53
when are they going to fix this problem?,they said they need more money.,when are they going to fix this problem ?,<sos> they said they need more money . <eos>,they said they need more money . <eos>,41,44
they said they need more money.,they always need more money.,they said they need more money .,<sos> they always need more money . <eos>,they always need more money . <eos>,32,41
they always need more money.,it'll get worse before it gets better.,they always need more money .,<sos> it ' ll get worse before it gets better . <eos>,it ' ll get worse before it gets better . <eos>,29,53
did you see that car?,"yes, he went through the red light.",did you see that car ?,"<sos> yes , he went through the red light . <eos>","yes , he went through the red light . <eos>",22,49
"yes, he went through the red light.",can we call the police?,"yes , he went through the red light .",<sos> can we call the police ? <eos>,can we call the police ? <eos>,37,36
can we call the police?,"no, the police don't care.",can we call the police ?,"<sos> no , the police don ' t care . <eos>","no , the police don ' t care . <eos>",24,42
"no, the police don't care.",why not?,"no , the police don ' t care .",<sos> why not ? <eos>,why not ? <eos>,30,21
why not?,they have to see it happen.,why not ?,<sos> they have to see it happen . <eos>,they have to see it happen . <eos>,9,40
they have to see it happen.,they don't believe us?,they have to see it happen .,<sos> they don ' t believe us ? <eos>,they don ' t believe us ? <eos>,28,37
they don't believe us?,no. they can only give a ticket if they see it happen.,they don ' t believe us ?,<sos> no . they can only give a ticket if they see it happen . <eos>,no . they can only give a ticket if they see it happen . <eos>,25,68
no. they can only give a ticket if they see it happen.,"so, what do we do?",no . they can only give a ticket if they see it happen .,"<sos> so , what do we do ? <eos>","so , what do we do ? <eos>",56,32
"so, what do we do?",we don't do anything.,"so , what do we do ?",<sos> we don ' t do anything . <eos>,we don ' t do anything . <eos>,20,36
we don't do anything.,maybe we should honk the horn next time.,we don ' t do anything .,<sos> maybe we should honk the horn next time . <eos>,maybe we should honk the horn next time . <eos>,24,53
maybe we should honk the horn next time.,the driver will just honk back at us.,maybe we should honk the horn next time .,<sos> the driver will just honk back at us . <eos>,the driver will just honk back at us . <eos>,41,50
my car is dirty.,why don't you wash it?,my car is dirty .,<sos> why don ' t you wash it ? <eos>,why don ' t you wash it ? <eos>,17,37
why don't you wash it?,that's what i'm going to do.,why don ' t you wash it ?,<sos> that ' s what i ' m going to do . <eos>,that ' s what i ' m going to do . <eos>,25,45
that's what i'm going to do.,are you going to wash it yourself?,that ' s what i ' m going to do .,<sos> are you going to wash it yourself ? <eos>,are you going to wash it yourself ? <eos>,33,47
are you going to wash it yourself?,of course. it's not a hard job.,are you going to wash it yourself ?,<sos> of course . it ' s not a hard job . <eos>,of course . it ' s not a hard job . <eos>,35,47
of course. it's not a hard job.,i'll help you.,of course . it ' s not a hard job .,<sos> i ' ll help you . <eos>,i ' ll help you . <eos>,35,29
i'll help you.,"okay, i'll get a bucket.",i ' ll help you .,"<sos> okay , i ' ll get a bucket . <eos>","okay , i ' ll get a bucket . <eos>",17,40
"okay, i'll get a bucket.",i'll rinse the car first.,"okay , i ' ll get a bucket .",<sos> i ' ll rinse the car first . <eos>,i ' ll rinse the car first . <eos>,28,40
i'll rinse the car first.,then we can scrub it with a wet sponge and soap.,i ' ll rinse the car first .,<sos> then we can scrub it with a wet sponge and soap . <eos>,then we can scrub it with a wet sponge and soap . <eos>,28,61
then we can scrub it with a wet sponge and soap.,"after that, we can dry it with a towel.",then we can scrub it with a wet sponge and soap .,"<sos> after that , we can dry it with a towel . <eos>","after that , we can dry it with a towel . <eos>",49,53
"after that, we can dry it with a towel.",then it will look like new,"after that , we can dry it with a towel .",<sos> then it will look like new <eos>,then it will look like new <eos>,41,38
then it will look like new,and you save $10.,then it will look like new,<sos> and you save $ . <eos>,and you save $ . <eos>,26,28
it sure is windy today.,paper is flying everywhere.,it sure is windy today .,<sos> paper is flying everywhere . <eos>,paper is flying everywhere . <eos>,24,40
paper is flying everywhere.,this wind is dangerous for drivers.,paper is flying everywhere .,<sos> this wind is dangerous for drivers . <eos>,this wind is dangerous for drivers . <eos>,28,48
this wind is dangerous for drivers.,especially for drivers of big trucks.,this wind is dangerous for drivers .,<sos> especially for drivers of big trucks . <eos>,especially for drivers of big trucks . <eos>,36,50
especially for drivers of big trucks.,the wind blows those trucks over.,especially for drivers of big trucks .,<sos> the wind blows those trucks over . <eos>,the wind blows those trucks over . <eos>,38,46
the wind blows those trucks over.,"it blows trees over, too.",the wind blows those trucks over .,"<sos> it blows trees over , too . <eos>","it blows trees over , too . <eos>",34,39
"it blows trees over, too.",a tree fell onto my dad's car.,"it blows trees over , too .",<sos> a tree fell onto my dad ' s car . <eos>,a tree fell onto my dad ' s car . <eos>,27,45
a tree fell onto my dad's car.,was there much damage?,a tree fell onto my dad ' s car .,<sos> was there much damage ? <eos>,was there much damage ? <eos>,33,35
was there much damage?,my dad had to buy a new car.,was there much damage ?,<sos> my dad had to buy a new car . <eos>,my dad had to buy a new car . <eos>,23,41
my dad had to buy a new car.,wow! that's terrible.,my dad had to buy a new car .,<sos> wow ! that ' s terrible . <eos>,wow ! that ' s terrible . <eos>,29,37
wow! that's terrible.,never park your car under a tree.,wow ! that ' s terrible .,<sos> never park your car under a tree . <eos>,never park your car under a tree . <eos>,25,46
never park your car under a tree.,"the wind will get you, or the birds will get you.",never park your car under a tree .,"<sos> the wind will get you , or the birds will get you . <eos>","the wind will get you , or the birds will get you . <eos>",34,63
when are we going to stop?,we'll stop at the next mcdonald's.,when are we going to stop ?,<sos> we ' ll stop at the next mcdonald ' s . <eos>,we ' ll stop at the next mcdonald ' s . <eos>,27,51
we'll stop at the next mcdonald's.,how far away is that?,we ' ll stop at the next mcdonald ' s .,<sos> how far away is that ? <eos>,how far away is that ? <eos>,39,34
how far away is that?,i think we'll be there in half an hour.,how far away is that ?,<sos> i think we ' ll be there in half an hour . <eos>,i think we ' ll be there in half an hour . <eos>,22,54
i think we'll be there in half an hour.,i hope so. i have to go to the bathroom.,i think we ' ll be there in half an hour .,<sos> i hope so . i have to go to the bathroom . <eos>,i hope so . i have to go to the bathroom . <eos>,42,54
i hope so. i have to go to the bathroom.,"well, i can always pull over.",i hope so . i have to go to the bathroom .,"<sos> well , i can always pull over . <eos>","well , i can always pull over . <eos>",42,43
"well, i can always pull over.","no, thank you, i'll just wait.","well , i can always pull over .","<sos> no , thank you , i ' ll just wait . <eos>","no , thank you , i ' ll just wait . <eos>",31,47
"no, thank you, i'll just wait.",we can kill two birds with one stone.,"no , thank you , i ' ll just wait .",<sos> we can kill two birds with one stone . <eos>,we can kill two birds with one stone . <eos>,35,50
we can kill two birds with one stone.,what do you mean?,we can kill two birds with one stone .,<sos> what do you mean ? <eos>,what do you mean ? <eos>,38,30
what do you mean?,"while you're using the bathroom, i'll order some food.",what do you mean ?,"<sos> while you ' re using the bathroom , i ' ll order some food . <eos>","while you ' re using the bathroom , i ' ll order some food . <eos>",18,72
"while you're using the bathroom, i'll order some food.",don't order for me. i'm not hungry.,"while you ' re using the bathroom , i ' ll order some food .",<sos> don ' t order for me . i ' m not hungry . <eos>,don ' t order for me . i ' m not hungry . <eos>,60,53
don't order for me. i'm not hungry.,"i'm very hungry. i'll order for you, and then i'll eat yours.",don ' t order for me . i ' m not hungry .,"<sos> i ' m very hungry . i ' ll order for you , and then i ' ll eat yours . <eos>","i ' m very hungry . i ' ll order for you , and then i ' ll eat yours . <eos>",41,82
this is such a long light.,look how many cars are waiting in line.,this is such a long light .,<sos> look how many cars are waiting in line . <eos>,look how many cars are waiting in line . <eos>,27,52
look how many cars are waiting in line.,they need a left-turn arrow.,look how many cars are waiting in line .,<sos> they need a left - turn arrow . <eos>,they need a left - turn arrow . <eos>,40,43
they need a left-turn arrow.,only two cars can make a left turn every three or four minutes.,they need a left - turn arrow .,<sos> only two cars can make a left turn every three or four minutes . <eos>,only two cars can make a left turn every three or four minutes . <eos>,31,76
only two cars can make a left turn every three or four minutes.,we'll be here forever.,only two cars can make a left turn every three or four minutes .,<sos> we ' ll be here forever . <eos>,we ' ll be here forever . <eos>,64,37
we'll be here forever.,get out of this lane.,we ' ll be here forever .,<sos> get out of this lane . <eos>,get out of this lane . <eos>,25,34
get out of this lane.,but we need to turn left.,get out of this lane .,<sos> but we need to turn left . <eos>,but we need to turn left . <eos>,22,38
but we need to turn left.,forget it. go straight.,but we need to turn left .,<sos> forget it . go straight . <eos>,forget it . go straight . <eos>,26,37
forget it. go straight.,then what?,forget it . go straight .,<sos> then what ? <eos>,then what ? <eos>,25,23
then what?,then we'll just make a u-turn.,then what ?,<sos> then we ' ll just make a u - turn . <eos>,then we ' ll just make a u - turn . <eos>,11,47
then we'll just make a u-turn.,and then we can turn right at the light.,then we ' ll just make a u - turn .,<sos> and then we can turn right at the light . <eos>,and then we can turn right at the light . <eos>,35,53
and then we can turn right at the light.,good idea. it will be so much quicker.,and then we can turn right at the light .,<sos> good idea . it will be so much quicker . <eos>,good idea . it will be so much quicker . <eos>,41,52
i need a cheap car.,how much money do you have?,i need a cheap car .,<sos> how much money do you have ? <eos>,how much money do you have ? <eos>,20,40
how much money do you have?,"$1,000.",how much money do you have ?,"<sos> $ , . <eos>","$ , . <eos>",28,17
"$1,000.","well, that should get you something.","$ , .","<sos> well , that should get you something . <eos>","well , that should get you something . <eos>",5,50
"well, that should get you something.",but i need something that's reliable.,"well , that should get you something .",<sos> but i need something that ' s reliable . <eos>,but i need something that ' s reliable . <eos>,38,52
but i need something that's reliable.,you need a car with low mileage.,but i need something that ' s reliable .,<sos> you need a car with low mileage . <eos>,you need a car with low mileage . <eos>,40,45
you need a car with low mileage.,a car that was owned by a little old lady.,you need a car with low mileage .,<sos> a car that was owned by a little old lady . <eos>,a car that was owned by a little old lady . <eos>,33,55
a car that was owned by a little old lady.,where have you looked?,a car that was owned by a little old lady .,<sos> where have you looked ? <eos>,where have you looked ? <eos>,43,35
where have you looked?,i haven't looked anywhere yet.,where have you looked ?,<sos> i haven ' t looked anywhere yet . <eos>,i haven ' t looked anywhere yet . <eos>,23,45
i haven't looked anywhere yet.,why not?,i haven ' t looked anywhere yet .,<sos> why not ? <eos>,why not ? <eos>,33,21
why not?,because i'll never find one for such a low price.,why not ?,<sos> because i ' ll never find one for such a low price . <eos>,because i ' ll never find one for such a low price . <eos>,9,64
because i'll never find one for such a low price.,you're right about that. keep saving your money.,because i ' ll never find one for such a low price .,<sos> you ' re right about that . keep saving your money . <eos>,you ' re right about that . keep saving your money . <eos>,52,64
"good afternoon, officer.","your driver's license and registration, please.","good afternoon , officer .","<sos> your driver ' s license and registration , please . <eos>","your driver ' s license and registration , please . <eos>",26,63
"your driver's license and registration, please.",here you go.,"your driver ' s license and registration , please .",<sos> here you go . <eos>,here you go . <eos>,51,25
here you go.,do you know why i pulled you over?,here you go .,<sos> do you know why i pulled you over ? <eos>,do you know why i pulled you over ? <eos>,13,47
do you know why i pulled you over?,i have no idea. all of a sudden i heard your siren.,do you know why i pulled you over ?,<sos> i have no idea . all of a sudden i heard your siren . <eos>,i have no idea . all of a sudden i heard your siren . <eos>,35,65
i have no idea. all of a sudden i heard your siren.,you rolled through that stop sign back there.,i have no idea . all of a sudden i heard your siren .,<sos> you rolled through that stop sign back there . <eos>,you rolled through that stop sign back there . <eos>,53,58
you rolled through that stop sign back there.,but i stopped!,you rolled through that stop sign back there .,<sos> but i stopped ! <eos>,but i stopped ! <eos>,46,27
but i stopped!,"no, you didn't. you slowed down, but you didn't come to a full stop.",but i stopped !,"<sos> no , you didn ' t . you slowed down , but you didn ' t come to a full stop . <eos>","no , you didn ' t . you slowed down , but you didn ' t come to a full stop . <eos>",15,88
"no, you didn't. you slowed down, but you didn't come to a full stop.","well, nobody else does, so why should i?","no , you didn ' t . you slowed down , but you didn ' t come to a full stop .","<sos> well , nobody else does , so why should i ? <eos>","well , nobody else does , so why should i ? <eos>",76,55
"well, nobody else does, so why should i?",that's not the attitude of a good driver.,"well , nobody else does , so why should i ?",<sos> that ' s not the attitude of a good driver . <eos>,that ' s not the attitude of a good driver . <eos>,43,56
that's not the attitude of a good driver.,but i am a good driver. i've never had a ticket in my life.,that ' s not the attitude of a good driver .,<sos> but i am a good driver . i ' ve never had a ticket in my life . <eos>,but i am a good driver . i ' ve never had a ticket in my life . <eos>,44,75
but i am a good driver. i've never had a ticket in my life.,"well, you've got one now. here. have a nice day.",but i am a good driver . i ' ve never had a ticket in my life .,"<sos> well , you ' ve got one now . here . have a nice day . <eos>","well , you ' ve got one now . here . have a nice day . <eos>",63,66
$140. i can't believe it.,what are you talking about?,$ . i can ' t believe it .,<sos> what are you talking about ? <eos>,what are you talking about ? <eos>,26,40
what are you talking about?,i got a ticket downtown for $140.,what are you talking about ?,<sos> i got a ticket downtown for $ . <eos>,i got a ticket downtown for $ . <eos>,28,43
i got a ticket downtown for $140.,were you speeding?,i got a ticket downtown for $ .,<sos> were you speeding ? <eos>,were you speeding ? <eos>,31,31
were you speeding?,"no, i was crossing the street.",were you speeding ?,"<sos> no , i was crossing the street . <eos>","no , i was crossing the street . <eos>",19,44
"no, i was crossing the street.",were you jaywalking?,"no , i was crossing the street .",<sos> were you jaywalking ? <eos>,were you jaywalking ? <eos>,32,33
were you jaywalking?,"no, i was in the crosswalk.",were you jaywalking ?,"<sos> no , i was in the crosswalk . <eos>","no , i was in the crosswalk . <eos>",21,41
"no, i was in the crosswalk.",so why did you get a ticket?,"no , i was in the crosswalk .",<sos> so why did you get a ticket ? <eos>,so why did you get a ticket ? <eos>,29,41
so why did you get a ticket?,the officer said the red hand was blinking.,so why did you get a ticket ?,<sos> the officer said the red hand was blinking . <eos>,the officer said the red hand was blinking . <eos>,29,56
the officer said the red hand was blinking.,was it blinking when you entered the crosswalk?,the officer said the red hand was blinking .,<sos> was it blinking when you entered the crosswalk ? <eos>,was it blinking when you entered the crosswalk ? <eos>,44,60
was it blinking when you entered the crosswalk?,"no, the white walk sign was blinking.",was it blinking when you entered the crosswalk ?,"<sos> no , the white walk sign was blinking . <eos>","no , the white walk sign was blinking . <eos>",48,51
"no, the white walk sign was blinking.",you should fight that ticket. i'll be your witness.,"no , the white walk sign was blinking .",<sos> you should fight that ticket . i ' ll be your witness . <eos>,you should fight that ticket . i ' ll be your witness . <eos>,39,67
they were in a crosswalk near school at 3 a.m.,who?,they were in a crosswalk near school at a . m .,<sos> who ? <eos>,who ? <eos>,47,17
who?,two students from usc.,who ?,<sos> two students from usc . <eos>,two students from usc . <eos>,5,35
two students from usc.,what happened?,two students from usc .,<sos> what happened ? <eos>,what happened ? <eos>,23,27
what happened?,"a speeding car ran a red light, killing the girl.",what happened ?,"<sos> a speeding car ran a red light , killing the girl . <eos>","a speeding car ran a red light , killing the girl . <eos>",15,63
"a speeding car ran a red light, killing the girl.",what happened to the other student?,"a speeding car ran a red light , killing the girl .",<sos> what happened to the other student ? <eos>,what happened to the other student ? <eos>,51,48
what happened to the other student?,he landed on the hood of the car.,what happened to the other student ?,<sos> he landed on the hood of the car . <eos>,he landed on the hood of the car . <eos>,36,46
he landed on the hood of the car.,did he get off the hood?,he landed on the hood of the car .,<sos> did he get off the hood ? <eos>,did he get off the hood ? <eos>,34,37
did he get off the hood?,"no, the car stopped and the passenger pushed the injured student off the hood.",did he get off the hood ?,"<sos> no , the car stopped and the passenger pushed the injured student off the hood . <eos>","no , the car stopped and the passenger pushed the injured student off the hood . <eos>",25,92
"no, the car stopped and the passenger pushed the injured student off the hood.",i'll bet the car continued on its way.,"no , the car stopped and the passenger pushed the injured student off the hood .",<sos> i ' ll bet the car continued on its way . <eos>,i ' ll bet the car continued on its way . <eos>,80,53
i'll bet the car continued on its way.,of course it did. why stop after you've run over two people?,i ' ll bet the car continued on its way .,<sos> of course it did . why stop after you ' ve run over two people ? <eos>,of course it did . why stop after you ' ve run over two people ? <eos>,41,76
of course it did. why stop after you've run over two people?,i hope they find them and put them in jail for life.,of course it did . why stop after you ' ve run over two people ?,<sos> i hope they find them and put them in jail for life . <eos>,i hope they find them and put them in jail for life . <eos>,64,65
what happened to your car?,i got a dent in the parking lot.,what happened to your car ?,<sos> i got a dent in the parking lot . <eos>,i got a dent in the parking lot . <eos>,27,45
i got a dent in the parking lot.,how did you get it?,i got a dent in the parking lot .,<sos> how did you get it ? <eos>,how did you get it ? <eos>,33,32
how did you get it?,i don't know. maybe it was from a shopping cart.,how did you get it ?,<sos> i don ' t know . maybe it was from a shopping cart . <eos>,i don ' t know . maybe it was from a shopping cart . <eos>,20,64
i don't know. maybe it was from a shopping cart.,those shopping carts are dangerous.,i don ' t know . maybe it was from a shopping cart .,<sos> those shopping carts are dangerous . <eos>,those shopping carts are dangerous . <eos>,52,48
those shopping carts are dangerous.,especially the metal ones.,those shopping carts are dangerous .,<sos> especially the metal ones . <eos>,especially the metal ones . <eos>,36,39
especially the metal ones.,i don't park at a store that uses metal shopping carts.,especially the metal ones .,<sos> i don ' t park at a store that uses metal shopping carts . <eos>,i don ' t park at a store that uses metal shopping carts . <eos>,27,70
i don't park at a store that uses metal shopping carts.,"that's a good idea, but there was a good sale at this store.",i don ' t park at a store that uses metal shopping carts .,"<sos> that ' s a good idea , but there was a good sale at this store . <eos>","that ' s a good idea , but there was a good sale at this store . <eos>",58,76
"that's a good idea, but there was a good sale at this store.",did you save any money on the sale?,"that ' s a good idea , but there was a good sale at this store .",<sos> did you save any money on the sale ? <eos>,did you save any money on the sale ? <eos>,64,48
did you save any money on the sale?,"yes, i did. i saved about $50.",did you save any money on the sale ?,"<sos> yes , i did . i saved about $ . <eos>","yes , i did . i saved about $ . <eos>",36,43
"yes, i did. i saved about $50.",that's great.,"yes , i did . i saved about $ .",<sos> that ' s great . <eos>,that ' s great . <eos>,31,28
that's great.,"yes, except this dent will cost about $150.",that ' s great .,"<sos> yes , except this dent will cost about $ . <eos>","yes , except this dent will cost about $ . <eos>",16,54
"did you see ""titanic""?",yes. it is a great movie.,"did you see "" titanic "" ?",<sos> yes . it is a great movie . <eos>,yes . it is a great movie . <eos>,25,39
yes. it is a great movie.,i saw it twelve times.,yes . it is a great movie .,<sos> i saw it twelve times . <eos>,i saw it twelve times . <eos>,27,35
i saw it twelve times.,i saw it eight times.,i saw it twelve times .,<sos> i saw it eight times . <eos>,i saw it eight times . <eos>,23,34
i saw it eight times.,i have the dvd.,i saw it eight times .,<sos> i have the dvd . <eos>,i have the dvd . <eos>,22,28
i have the dvd.,so do i.,i have the dvd .,<sos> so do i . <eos>,so do i . <eos>,16,21
so do i.,let's go to your home.,so do i .,<sos> let ' s go to your home . <eos>,let ' s go to your home . <eos>,9,37
let's go to your home.,we can watch my dvd.,let ' s go to your home .,<sos> we can watch my dvd . <eos>,we can watch my dvd . <eos>,25,33
we can watch my dvd.,and then we can go to my home.,we can watch my dvd .,<sos> and then we can go to my home . <eos>,and then we can go to my home . <eos>,21,43
and then we can go to my home.,and watch your dvd.,and then we can go to my home .,<sos> and watch your dvd . <eos>,and watch your dvd . <eos>,31,32
and watch your dvd.,i always cry at the end.,and watch your dvd .,<sos> i always cry at the end . <eos>,i always cry at the end . <eos>,20,37
i always cry at the end.,me too. it's so sad.,i always cry at the end .,<sos> me too . it ' s so sad . <eos>,me too . it ' s so sad . <eos>,25,36
let's play cards.,i don't know any card games.,let ' s play cards .,<sos> i don ' t know any card games . <eos>,i don ' t know any card games . <eos>,20,43
i don't know any card games.,i'll teach you one.,i don ' t know any card games .,<sos> i ' ll teach you one . <eos>,i ' ll teach you one . <eos>,31,34
i'll teach you one.,okay. what will you teach me?,i ' ll teach you one .,<sos> okay . what will you teach me ? <eos>,okay . what will you teach me ? <eos>,22,43
okay. what will you teach me?,it's called poker.,okay . what will you teach me ?,<sos> it ' s called poker . <eos>,it ' s called poker . <eos>,31,33
it's called poker.,is it easy to learn?,it ' s called poker .,<sos> is it easy to learn ? <eos>,is it easy to learn ? <eos>,21,33
is it easy to learn?,"yes, it will only take about 30 minutes.",is it easy to learn ?,"<sos> yes , it will only take about minutes . <eos>","yes , it will only take about minutes . <eos>",21,51
"yes, it will only take about 30 minutes.",okay. teach me how to play.,"yes , it will only take about minutes .",<sos> okay . teach me how to play . <eos>,okay . teach me how to play . <eos>,39,41
okay. teach me how to play.,we each get five cards.,okay . teach me how to play .,<sos> we each get five cards . <eos>,we each get five cards . <eos>,29,36
we each get five cards.,"oh, look. i have four tens.",we each get five cards .,"<sos> oh , look . i have four tens . <eos>","oh , look . i have four tens . <eos>",24,42
"oh, look. i have four tens.","that's great, but you're not supposed to tell me.","oh , look . i have four tens .","<sos> that ' s great , but you ' re not supposed to tell me . <eos>","that ' s great , but you ' re not supposed to tell me . <eos>",30,67
"that's great, but you're not supposed to tell me.","oh. sorry. okay, i don't have four tens.","that ' s great , but you ' re not supposed to tell me .","<sos> oh . sorry . okay , i don ' t have four tens . <eos>","oh . sorry . okay , i don ' t have four tens . <eos>",55,58
i'm a good card player.,why is that?,i ' m a good card player .,<sos> why is that ? <eos>,why is that ? <eos>,26,25
why is that?,because i watch the other players.,why is that ?,<sos> because i watch the other players . <eos>,because i watch the other players . <eos>,13,47
because i watch the other players.,what do you mean?,because i watch the other players .,<sos> what do you mean ? <eos>,what do you mean ? <eos>,35,30
what do you mean?,people will tell you if they have a good hand.,what do you mean ?,<sos> people will tell you if they have a good hand . <eos>,people will tell you if they have a good hand . <eos>,18,59
people will tell you if they have a good hand.,how do they do that?,people will tell you if they have a good hand .,<sos> how do they do that ? <eos>,how do they do that ? <eos>,47,33
how do they do that?,"for example, a friend of mine licks his lips.",how do they do that ?,"<sos> for example , a friend of mine licks his lips . <eos>","for example , a friend of mine licks his lips . <eos>",21,59
"for example, a friend of mine licks his lips.","when he licks his lips, you know he has a good hand?","for example , a friend of mine licks his lips .","<sos> when he licks his lips , you know he has a good hand ? <eos>","when he licks his lips , you know he has a good hand ? <eos>",47,66
"when he licks his lips, you know he has a good hand?","i know he has a good hand, so i don't bet.","when he licks his lips , you know he has a good hand ?","<sos> i know he has a good hand , so i don ' t bet . <eos>","i know he has a good hand , so i don ' t bet . <eos>",54,58
"i know he has a good hand, so i don't bet.",he never wins your money?,"i know he has a good hand , so i don ' t bet .",<sos> he never wins your money ? <eos>,he never wins your money ? <eos>,46,38
he never wins your money?,"nope, and it drives him crazy.",he never wins your money ?,"<sos> nope , and it drives him crazy . <eos>","nope , and it drives him crazy . <eos>",26,44
"nope, and it drives him crazy.",he knows you can't read his mind. maybe he thinks you're cheating.,"nope , and it drives him crazy .",<sos> he knows you can ' t read his mind . maybe he thinks you ' re cheating . <eos>,he knows you can ' t read his mind . maybe he thinks you ' re cheating . <eos>,32,84
"turn the radio down, please.",but i'm listening to it.,"turn the radio down , please .",<sos> but i ' m listening to it . <eos>,but i ' m listening to it . <eos>,30,39
but i'm listening to it.,"well, listen to it more quietly.",but i ' m listening to it .,"<sos> well , listen to it more quietly . <eos>","well , listen to it more quietly . <eos>",27,46
"well, listen to it more quietly.",i can't wait till i grow up.,"well , listen to it more quietly .",<sos> i can ' t wait till i grow up . <eos>,i can ' t wait till i grow up . <eos>,34,43
i can't wait till i grow up.,what will you do?,i can ' t wait till i grow up .,<sos> what will you do ? <eos>,what will you do ? <eos>,31,30
what will you do?,i will play the radio as loud as i want.,what will you do ?,<sos> i will play the radio as loud as i want . <eos>,i will play the radio as loud as i want . <eos>,18,53
i will play the radio as loud as i want.,that's okay with me.,i will play the radio as loud as i want .,<sos> that ' s okay with me . <eos>,that ' s okay with me . <eos>,41,35
that's okay with me.,i will have a radio in every room of my house.,that ' s okay with me .,<sos> i will have a radio in every room of my house . <eos>,i will have a radio in every room of my house . <eos>,23,59
i will have a radio in every room of my house.,remind me to never visit you.,i will have a radio in every room of my house .,<sos> remind me to never visit you . <eos>,remind me to never visit you . <eos>,47,42
remind me to never visit you.,all the radios will be on extra loud.,remind me to never visit you .,<sos> all the radios will be on extra loud . <eos>,all the radios will be on extra loud . <eos>,30,50
all the radios will be on extra loud.,your neighbors will hate you.,all the radios will be on extra loud .,<sos> your neighbors will hate you . <eos>,your neighbors will hate you . <eos>,38,42
your neighbors will hate you.,"if they don't like it, they can move.",your neighbors will hate you .,"<sos> if they don ' t like it , they can move . <eos>","if they don ' t like it , they can move . <eos>",30,53
i hope i win the lotto.,your chances are very small.,i hope i win the lotto .,<sos> your chances are very small . <eos>,your chances are very small . <eos>,24,41
your chances are very small.,but you can't win if you don't play.,your chances are very small .,<sos> but you can ' t win if you don ' t play . <eos>,but you can ' t win if you don ' t play . <eos>,29,53
but you can't win if you don't play.,ha! you can't win if you do play.,but you can ' t win if you don ' t play .,<sos> ha ! you can ' t win if you do play . <eos>,ha ! you can ' t win if you do play . <eos>,41,49
ha! you can't win if you do play.,someone has to win.,ha ! you can ' t win if you do play .,<sos> someone has to win . <eos>,someone has to win . <eos>,37,32
someone has to win.,that's what everyone says.,someone has to win .,<sos> that ' s what everyone says . <eos>,that ' s what everyone says . <eos>,20,41
that's what everyone says.,it might as well be me.,that ' s what everyone says .,<sos> it might as well be me . <eos>,it might as well be me . <eos>,29,36
it might as well be me.,that's what everyone says.,it might as well be me .,<sos> that ' s what everyone says . <eos>,that ' s what everyone says . <eos>,24,41
that's what everyone says.,you're trying to tell me something.,that ' s what everyone says .,<sos> you ' re trying to tell me something . <eos>,you ' re trying to tell me something . <eos>,29,50
you're trying to tell me something.,that didn't take long.,you ' re trying to tell me something .,<sos> that didn ' t take long . <eos>,that didn ' t take long . <eos>,38,37
that didn't take long.,you think i should quit playing.,that didn ' t take long .,<sos> you think i should quit playing . <eos>,you think i should quit playing . <eos>,25,45
you think i should quit playing.,save your money for school.,you think i should quit playing .,<sos> save your money for school . <eos>,save your money for school . <eos>,33,40
what's on tv?,nothing much.,what ' s on tv ?,<sos> nothing much . <eos>,nothing much . <eos>,16,26
nothing much.,what about the baseball game?,nothing much .,<sos> what about the baseball game ? <eos>,what about the baseball game ? <eos>,14,42
what about the baseball game?,it got rained out.,what about the baseball game ?,<sos> it got rained out . <eos>,it got rained out . <eos>,30,31
it got rained out.,rained out?,it got rained out .,<sos> rained out ? <eos>,rained out ? <eos>,19,24
rained out?,"yes, rained out.",rained out ?,"<sos> yes , rained out . <eos>","yes , rained out . <eos>",12,30
"yes, rained out.",how could that be?,"yes , rained out .",<sos> how could that be ? <eos>,how could that be ? <eos>,18,31
how could that be?,"well, you can't play baseball in a rainstorm.",how could that be ?,"<sos> well , you can ' t play baseball in a rainstorm . <eos>","well , you can ' t play baseball in a rainstorm . <eos>",19,61
"well, you can't play baseball in a rainstorm.",i thought they were playing under a dome.,"well , you can ' t play baseball in a rainstorm .",<sos> i thought they were playing under a dome . <eos>,i thought they were playing under a dome . <eos>,49,54
i thought they were playing under a dome.,the dome doesn't close.,i thought they were playing under a dome .,<sos> the dome doesn ' t close . <eos>,the dome doesn ' t close . <eos>,42,38
the dome doesn't close.,why doesn't it close?,the dome doesn ' t close .,<sos> why doesn ' t it close ? <eos>,why doesn ' t it close ? <eos>,26,36
why doesn't it close?,who knows? they said they'll fix it before next season.,why doesn ' t it close ?,<sos> who knows ? they said they ' ll fix it before next season . <eos>,who knows ? they said they ' ll fix it before next season . <eos>,24,71
can i try your coffee?,sure. here you go.,can i try your coffee ?,<sos> sure . here you go . <eos>,sure . here you go . <eos>,23,32
sure. here you go.,"hmm, that's not bad.",sure . here you go .,"<sos> hmm , that ' s not bad . <eos>","hmm , that ' s not bad . <eos>",20,36
"hmm, that's not bad.",there's nothing in it.,"hmm , that ' s not bad .",<sos> there ' s nothing in it . <eos>,there ' s nothing in it . <eos>,24,37
