Question,Answer,Encoder Inputs,Decoder Inputs,Decoder Targets,Question Length,Answer Length
"but when i sneak just one cigarette in the morning, she can smell it that evening!","boy, that is a good nose.","but when i sneak just one cigarette in the morning , she can smell it that evening !","boy , that is a good nose .","boy , that is a good nose .",84,27
"boy, that is a good nose.",i told her she should apply for a job at customs.,"boy , that is a good nose .",i told her she should apply for a job at customs .,i told her she should apply for a job at customs .,27,50
let's go out to eat.,that sounds like fun.,let ' s go out to eat .,that sounds like fun .,that sounds like fun .,23,22
that sounds like fun.,where do you want to go?,that sounds like fun .,where do you want to go ?,where do you want to go ?,22,25
where do you want to go?,let me think a minute.,where do you want to go ?,let me think a minute .,let me think a minute .,25,23
let me think a minute.,i feel like chinese.,let me think a minute .,i feel like chinese .,i feel like chinese .,23,21
i feel like chinese.,that sounds delicious.,i feel like chinese .,that sounds delicious .,that sounds delicious .,21,23
that sounds delicious.,i know a good chinese restaurant.,that sounds delicious .,i know a good chinese restaurant .,i know a good chinese restaurant .,23,34
i know a good chinese restaurant.,how far away is it?,i know a good chinese restaurant .,how far away is it ?,how far away is it ?,34,20
how far away is it?,it's only 10 minutes from here.,how far away is it ?,it ' s only minutes from here .,it ' s only minutes from here .,20,31
it's only 10 minutes from here.,do we need reservations?,it ' s only minutes from here .,do we need reservations ?,do we need reservations ?,31,25
do we need reservations?,"oh, no. we can walk right in.",do we need reservations ?,"oh , no . we can walk right in .","oh , no . we can walk right in .",25,32
"oh, no. we can walk right in.",let's go now. i'm hungry!,"oh , no . we can walk right in .",let ' s go now . i ' m hungry !,let ' s go now . i ' m hungry !,32,31
i can't believe how long this line is.,"this is a popular restaurant, isn't it?",i can ' t believe how long this line is .,"this is a popular restaurant , isn ' t it ?","this is a popular restaurant , isn ' t it ?",41,43
"this is a popular restaurant, isn't it?","yes, but it isn't a fast-food restaurant, is it?","this is a popular restaurant , isn ' t it ?","yes , but it isn ' t a fast - food restaurant , is it ?","yes , but it isn ' t a fast - food restaurant , is it ?",43,55
"yes, but it isn't a fast-food restaurant, is it?",it's the slowest hamburger in town.,"yes , but it isn ' t a fast - food restaurant , is it ?",it ' s the slowest hamburger in town .,it ' s the slowest hamburger in town .,55,38
it's the slowest hamburger in town.,that's because they cook it while you wait.,it ' s the slowest hamburger in town .,that ' s because they cook it while you wait .,that ' s because they cook it while you wait .,38,46
that's because they cook it while you wait.,yes. that's why it's also the best hamburger in town.,that ' s because they cook it while you wait .,yes . that ' s why it ' s also the best hamburger in town .,yes . that ' s why it ' s also the best hamburger in town .,46,59
yes. that's why it's also the best hamburger in town.,a great burger and great service.,yes . that ' s why it ' s also the best hamburger in town .,a great burger and great service .,a great burger and great service .,59,34
a great burger and great service.,"yes, the workers are very polite.",a great burger and great service .,"yes , the workers are very polite .","yes , the workers are very polite .",34,35
"yes, the workers are very polite.",and they're clean.,"yes , the workers are very polite .",and they ' re clean .,and they ' re clean .,35,21
and they're clean.,i've been coming here for years.,and they ' re clean .,i ' ve been coming here for years .,i ' ve been coming here for years .,21,35
i've been coming here for years.,me too.,i ' ve been coming here for years .,me too .,me too .,35,8
me too.,excuse me. they just called my number.,me too .,excuse me . they just called my number .,excuse me . they just called my number .,8,40
lunch was delicious.,thank you.,lunch was delicious .,thank you .,thank you .,21,11
thank you.,what kind of soup was that?,thank you .,what kind of soup was that ?,what kind of soup was that ?,11,28
what kind of soup was that?,it was tomato soup.,what kind of soup was that ?,it was tomato soup .,it was tomato soup .,28,20
it was tomato soup.,that tasted so good.,it was tomato soup .,that tasted so good .,that tasted so good .,20,21
that tasted so good.,i put lemon and butter in it.,that tasted so good .,i put lemon and butter in it .,i put lemon and butter in it .,21,30
i put lemon and butter in it.,"the sandwich was good, too.",i put lemon and butter in it .,"the sandwich was good , too .","the sandwich was good , too .",30,29
"the sandwich was good, too.",everyone likes bacon and tomato sandwiches.,"the sandwich was good , too .",everyone likes bacon and tomato sandwiches .,everyone likes bacon and tomato sandwiches .,29,44
everyone likes bacon and tomato sandwiches.,especially on toast.,everyone likes bacon and tomato sandwiches .,especially on toast .,especially on toast .,44,21
especially on toast.,"and the pickles were great, too.",especially on toast .,"and the pickles were great , too .","and the pickles were great , too .",21,34
"and the pickles were great, too.",tomorrow we'll have rice and fish for lunch.,"and the pickles were great , too .",tomorrow we ' ll have rice and fish for lunch .,tomorrow we ' ll have rice and fish for lunch .,34,47
tomorrow we'll have rice and fish for lunch.,i can't wait.,tomorrow we ' ll have rice and fish for lunch .,i can ' t wait .,i can ' t wait .,47,16
i'm calling the waiter.,what's the matter?,i ' m calling the waiter .,what ' s the matter ?,what ' s the matter ?,26,21
what's the matter?,this steak has too much fat.,what ' s the matter ?,this steak has too much fat .,this steak has too much fat .,21,29
this steak has too much fat.,what do you want the waiter to do?,this steak has too much fat .,what do you want the waiter to do ?,what do you want the waiter to do ?,29,35
what do you want the waiter to do?,bring me a better steak.,what do you want the waiter to do ?,bring me a better steak .,bring me a better steak .,35,25
bring me a better steak.,i wouldn't do that.,bring me a better steak .,i wouldn ' t do that .,i wouldn ' t do that .,25,22
i wouldn't do that.,why not?,i wouldn ' t do that .,why not ?,why not ?,22,9
why not?,"they will drop the new steak on the floor, step on it, and then spit on it.",why not ?,"they will drop the new steak on the floor , step on it , and then spit on it .","they will drop the new steak on the floor , step on it , and then spit on it .",9,78
"they will drop the new steak on the floor, step on it, and then spit on it.",you're crazy.,"they will drop the new steak on the floor , step on it , and then spit on it .",you ' re crazy .,you ' re crazy .,78,16
you're crazy.,then the waiter will give you a big smile as he brings you the new steak.,you ' re crazy .,then the waiter will give you a big smile as he brings you the new steak .,then the waiter will give you a big smile as he brings you the new steak .,16,74
then the waiter will give you a big smile as he brings you the new steak.,where do you get these crazy ideas?,then the waiter will give you a big smile as he brings you the new steak .,where do you get these crazy ideas ?,where do you get these crazy ideas ?,74,36
where do you get these crazy ideas?,i used to cook in a restaurant!,where do you get these crazy ideas ?,i used to cook in a restaurant !,i used to cook in a restaurant !,36,32
let's leave.,but we just got here.,let ' s leave .,but we just got here .,but we just got here .,15,22
but we just got here.,did you see the waiter's hands?,but we just got here .,did you see the waiter ' s hands ?,did you see the waiter ' s hands ?,22,34
did you see the waiter's hands?,no.,did you see the waiter ' s hands ?,no .,no .,34,4
no.,he had dirty fingernails.,no .,he had dirty fingernails .,he had dirty fingernails .,4,26
he had dirty fingernails.,really?,he had dirty fingernails .,really ?,really ?,26,8
really?,his nails were black!,really ?,his nails were black !,his nails were black !,8,22
his nails were black!,that's disgusting.,his nails were black !,that ' s disgusting .,that ' s disgusting .,22,21
that's disgusting.,and he poured water into our glasses.,that ' s disgusting .,and he poured water into our glasses .,and he poured water into our glasses .,21,38
and he poured water into our glasses.,yuck! no water for me.,and he poured water into our glasses .,yuck ! no water for me .,yuck ! no water for me .,38,24
yuck! no water for me.,"i wonder if the cooks' nails are dirty, too.",yuck ! no water for me .,"i wonder if the cooks ' nails are dirty , too .","i wonder if the cooks ' nails are dirty , too .",24,47
"i wonder if the cooks' nails are dirty, too.",who cares? let's get out of here.,"i wonder if the cooks ' nails are dirty , too .",who cares ? let ' s get out of here .,who cares ? let ' s get out of here .,47,37
this hot bread is delicious.,i like this restaurant because they give you free bread.,this hot bread is delicious .,i like this restaurant because they give you free bread .,i like this restaurant because they give you free bread .,29,57
i like this restaurant because they give you free bread.,"well, i think we are paying for it.",i like this restaurant because they give you free bread .,"well , i think we are paying for it .","well , i think we are paying for it .",57,37
"well, i think we are paying for it.",no. look at the bill when we get it. there's no charge for the bread.,"well , i think we are paying for it .",no . look at the bill when we get it . there ' s no charge for the bread .,no . look at the bill when we get it . there ' s no charge for the bread .,37,74
no. look at the bill when we get it. there's no charge for the bread.,"it is delicious, especially with butter.",no . look at the bill when we get it . there ' s no charge for the bread .,"it is delicious , especially with butter .","it is delicious , especially with butter .",74,42
"it is delicious, especially with butter.",i think we should just leave after we fill up on the bread.,"it is delicious , especially with butter .",i think we should just leave after we fill up on the bread .,i think we should just leave after we fill up on the bread .,42,60
i think we should just leave after we fill up on the bread.,they probably wouldn't like that.,i think we should just leave after we fill up on the bread .,they probably wouldn ' t like that .,they probably wouldn ' t like that .,60,36
they probably wouldn't like that.,i'm eating so much bread that i'm getting full.,they probably wouldn ' t like that .,i ' m eating so much bread that i ' m getting full .,i ' m eating so much bread that i ' m getting full .,36,52
i'm eating so much bread that i'm getting full.,then stop eating the bread!,i ' m eating so much bread that i ' m getting full .,then stop eating the bread !,then stop eating the bread !,52,28
then stop eating the bread!,"okay, just one more piece. pass the butter, please.",then stop eating the bread !,"okay , just one more piece . pass the butter , please .","okay , just one more piece . pass the butter , please .",28,55
"okay, just one more piece. pass the butter, please.","if i owned a restaurant, i would never serve hot bread before the main course.","okay , just one more piece . pass the butter , please .","if i owned a restaurant , i would never serve hot bread before the main course .","if i owned a restaurant , i would never serve hot bread before the main course .",55,80
"if i owned a restaurant, i would never serve hot bread before the main course.",that's terrible. i would never go to your restaurant.,"if i owned a restaurant , i would never serve hot bread before the main course .",that ' s terrible . i would never go to your restaurant .,that ' s terrible . i would never go to your restaurant .,80,57
is this a clean restaurant?,"well, the tables and chairs look okay.",is this a clean restaurant ?,"well , the tables and chairs look okay .","well , the tables and chairs look okay .",28,40
"well, the tables and chairs look okay.","okay, let's sit down.","well , the tables and chairs look okay .","okay , let ' s sit down .","okay , let ' s sit down .",40,25
"okay, let's sit down.",check out the silverware.,"okay , let ' s sit down .",check out the silverware .,check out the silverware .,25,26
check out the silverware.,it passes inspection.,check out the silverware .,it passes inspection .,it passes inspection .,26,22
it passes inspection.,here comes the waiter. see if his hands and nails are clean.,it passes inspection .,here comes the waiter . see if his hands and nails are clean .,here comes the waiter . see if his hands and nails are clean .,22,62
here comes the waiter. see if his hands and nails are clean.,"well, the waiter looked clean, so i guess it's okay to eat here.",here comes the waiter . see if his hands and nails are clean .,"well , the waiter looked clean , so i guess it ' s okay to eat here .","well , the waiter looked clean , so i guess it ' s okay to eat here .",62,69
"well, the waiter looked clean, so i guess it's okay to eat here.",you're forgetting about the bathroom.,"well , the waiter looked clean , so i guess it ' s okay to eat here .",you ' re forgetting about the bathroom .,you ' re forgetting about the bathroom .,69,40
you're forgetting about the bathroom.,i'm going to just hope that the bathroom is clean.,you ' re forgetting about the bathroom .,i ' m going to just hope that the bathroom is clean .,i ' m going to just hope that the bathroom is clean .,40,53
i'm going to just hope that the bathroom is clean.,you're not going to examine it before we order dinner?,i ' m going to just hope that the bathroom is clean .,you ' re not going to examine it before we order dinner ?,you ' re not going to examine it before we order dinner ?,53,57
you're not going to examine it before we order dinner?,"no, i'd rather not find out that it's dirty, because i'm pretty hungry right now.",you ' re not going to examine it before we order dinner ?,"no , i ' d rather not find out that it ' s dirty , because i ' m pretty hungry right now .","no , i ' d rather not find out that it ' s dirty , because i ' m pretty hungry right now .",57,90
"no, i'd rather not find out that it's dirty, because i'm pretty hungry right now.","me, too. let's forget about germs and focus on food.","no , i ' d rather not find out that it ' s dirty , because i ' m pretty hungry right now .","me , too . let ' s forget about germs and focus on food .","me , too . let ' s forget about germs and focus on food .",90,57
have you seen our waiter?,here he comes now.,have you seen our waiter ?,here he comes now .,here he comes now .,26,19
here he comes now.,we've been sitting here for almost 10 minutes.,here he comes now .,we ' ve been sitting here for almost minutes .,we ' ve been sitting here for almost minutes .,19,46
we've been sitting here for almost 10 minutes.,"oops, i guess i was wrong. that isn't our waiter.",we ' ve been sitting here for almost minutes .,"oops , i guess i was wrong . that isn ' t our waiter .","oops , i guess i was wrong . that isn ' t our waiter .",46,54
"oops, i guess i was wrong. that isn't our waiter.","we can give him five more minutes, and then leave.","oops , i guess i was wrong . that isn ' t our waiter .","we can give him five more minutes , and then leave .","we can give him five more minutes , and then leave .",54,52
"we can give him five more minutes, and then leave.",i'll go up front and talk to the manager.,"we can give him five more minutes , and then leave .",i ' ll go up front and talk to the manager .,i ' ll go up front and talk to the manager .,52,44
i'll go up front and talk to the manager.,that's a good idea.,i ' ll go up front and talk to the manager .,that ' s a good idea .,that ' s a good idea .,44,22
that's a good idea.,maybe they'll give us free drinks for waiting so long.,that ' s a good idea .,maybe they ' ll give us free drinks for waiting so long .,maybe they ' ll give us free drinks for waiting so long .,22,57
maybe they'll give us free drinks for waiting so long.,maybe he'll send us our waiter immediately.,maybe they ' ll give us free drinks for waiting so long .,maybe he ' ll send us our waiter immediately .,maybe he ' ll send us our waiter immediately .,57,46
maybe he'll send us our waiter immediately.,"every time we eat out, it's an adventure.",maybe he ' ll send us our waiter immediately .,"every time we eat out , it ' s an adventure .","every time we eat out , it ' s an adventure .",46,45
"every time we eat out, it's an adventure.","last time, we got seats next to the kitchen.","every time we eat out , it ' s an adventure .","last time , we got seats next to the kitchen .","last time , we got seats next to the kitchen .",45,46
"last time, we got seats next to the kitchen.",we'll never go there again.,"last time , we got seats next to the kitchen .",we ' ll never go there again .,we ' ll never go there again .,46,30
is this table okay?,"no, it's too close to the kitchen door.",is this table okay ?,"no , it ' s too close to the kitchen door .","no , it ' s too close to the kitchen door .",20,43
"no, it's too close to the kitchen door.",how about this table?,"no , it ' s too close to the kitchen door .",how about this table ?,how about this table ?,43,22
how about this table?,"no, it's too close to the front door.",how about this table ?,"no , it ' s too close to the front door .","no , it ' s too close to the front door .",22,41
"no, it's too close to the front door.",this looks like a nice table.,"no , it ' s too close to the front door .",this looks like a nice table .,this looks like a nice table .,41,30
this looks like a nice table.,"no, it's too close to the salad bar.",this looks like a nice table .,"no , it ' s too close to the salad bar .","no , it ' s too close to the salad bar .",30,40
"no, it's too close to the salad bar.","okay, i give up.","no , it ' s too close to the salad bar .","okay , i give up .","okay , i give up .",40,18
"okay, i give up.","well, there is one good table.","okay , i give up .","well , there is one good table .","well , there is one good table .",18,32
"well, there is one good table.",great. which one?,"well , there is one good table .",great . which one ?,great . which one ?,32,19
great. which one?,that one. a group of eight just sat down at it.,great . which one ?,that one . a group of eight just sat down at it .,that one . a group of eight just sat down at it .,19,49
i don't believe the art world.,what is it this time?,i don ' t believe the art world .,what is it this time ?,what is it this time ?,33,22
what is it this time?,an andy warhol drawing.,what is it this time ?,an andy warhol drawing .,an andy warhol drawing .,22,24
an andy warhol drawing.,he's a famous artist.,an andy warhol drawing .,he ' s a famous artist .,he ' s a famous artist .,24,24
he's a famous artist.,he drew two butterflies and a flower on a napkin in a restaurant.,he ' s a famous artist .,he drew two butterflies and a flower on a napkin in a restaurant .,he drew two butterflies and a flower on a napkin in a restaurant .,24,66
he drew two butterflies and a flower on a napkin in a restaurant.,did he sign it?,he drew two butterflies and a flower on a napkin in a restaurant .,did he sign it ?,did he sign it ?,66,16
did he sign it?,yes.,did he sign it ?,yes .,yes .,16,5
yes.,is it beautiful?,yes .,is it beautiful ?,is it beautiful ?,5,17
is it beautiful?,it's just black ink on a white napkin. and the napkin has food stains!,is it beautiful ?,it ' s just black ink on a white napkin . and the napkin has food stains !,it ' s just black ink on a white napkin . and the napkin has food stains !,17,74
it's just black ink on a white napkin. and the napkin has food stains!,so it's not worth much?,it ' s just black ink on a white napkin . and the napkin has food stains !,so it ' s not worth much ?,so it ' s not worth much ?,74,26
so it's not worth much?,"only about $30,000.",so it ' s not worth much ?,"only about $ , .","only about $ , .",26,16
"only about $30,000.","without the food stains, it would probably be worth more.","only about $ , .","without the food stains , it would probably be worth more .","without the food stains , it would probably be worth more .",16,59
can we go to the baseball game?,of course.,can we go to the baseball game ?,of course .,of course .,32,11
of course.,i love baseball.,of course .,i love baseball .,i love baseball .,11,17
i love baseball.,so do i.,i love baseball .,so do i .,so do i .,17,9
so do i.,i love to eat the peanuts.,so do i .,i love to eat the peanuts .,i love to eat the peanuts .,9,27
i love to eat the peanuts.,i love to eat the hot dogs.,i love to eat the peanuts .,i love to eat the hot dogs .,i love to eat the hot dogs .,27,28
i love to eat the hot dogs.,i hope we'll see a home run.,i love to eat the hot dogs .,i hope we ' ll see a home run .,i hope we ' ll see a home run .,28,31
i hope we'll see a home run.,i hope we'll catch a foul ball.,i hope we ' ll see a home run .,i hope we ' ll catch a foul ball .,i hope we ' ll catch a foul ball .,31,34
i hope we'll catch a foul ball.,bring a jacket.,i hope we ' ll catch a foul ball .,bring a jacket .,bring a jacket .,34,16
bring a jacket.,yes. it gets a little cool at night.,bring a jacket .,yes . it gets a little cool at night .,yes . it gets a little cool at night .,16,38
yes. it gets a little cool at night.,bring a glove to catch a foul ball.,yes . it gets a little cool at night .,bring a glove to catch a foul ball .,bring a glove to catch a foul ball .,38,36
bring a glove to catch a foul ball.,no. i'll just use my cap to catch a foul ball.,bring a glove to catch a foul ball .,no . i ' ll just use my cap to catch a foul ball .,no . i ' ll just use my cap to catch a foul ball .,36,50
golf is a silly game.,it certainly is.,golf is a silly game .,it certainly is .,it certainly is .,22,17
it certainly is.,you hit a white ball.,it certainly is .,you hit a white ball .,you hit a white ball .,17,22
you hit a white ball.,and then you chase it.,you hit a white ball .,and then you chase it .,and then you chase it .,22,23
and then you chase it.,and then you hit it again.,and then you chase it .,and then you hit it again .,and then you hit it again .,23,27
and then you hit it again.,"finally, you put the ball into a hole in the ground.",and then you hit it again .,"finally , you put the ball into a hole in the ground .","finally , you put the ball into a hole in the ground .",27,54
"finally, you put the ball into a hole in the ground.","you do this 18 times, because there are 18 holes.","finally , you put the ball into a hole in the ground .","you do this times , because there are holes .","you do this times , because there are holes .",54,45
"you do this 18 times, because there are 18 holes.",what's the point?,"you do this times , because there are holes .",what ' s the point ?,what ' s the point ?,45,20
what's the point?,how can it be fun?,what ' s the point ?,how can it be fun ?,how can it be fun ?,20,19
how can it be fun?,they pay money to play this silly game!,how can it be fun ?,they pay money to play this silly game !,they pay money to play this silly game !,19,40
they pay money to play this silly game!,i think golfers have a mental problem.,they pay money to play this silly game !,i think golfers have a mental problem .,i think golfers have a mental problem .,40,39
i think golfers have a mental problem.,i think they're nuts.,i think golfers have a mental problem .,i think they ' re nuts .,i think they ' re nuts .,39,24
do you want to go fishing?,yes. that's a good idea.,do you want to go fishing ?,yes . that ' s a good idea .,yes . that ' s a good idea .,27,28
yes. that's a good idea.,where do you want to go?,yes . that ' s a good idea .,where do you want to go ?,where do you want to go ?,28,25
where do you want to go?,we can go to the river.,where do you want to go ?,we can go to the river .,we can go to the river .,25,24
we can go to the river.,or we can go to the lake.,we can go to the river .,or we can go to the lake .,or we can go to the lake .,24,26
or we can go to the lake.,or we can go to the ocean.,or we can go to the lake .,or we can go to the ocean .,or we can go to the ocean .,26,27
or we can go to the ocean.,let's go to the lake.,or we can go to the ocean .,let ' s go to the lake .,let ' s go to the lake .,27,24
let's go to the lake.,yes. the lake is only 10 miles away.,let ' s go to the lake .,yes . the lake is only miles away .,yes . the lake is only miles away .,24,35
yes. the lake is only 10 miles away.,we can be there in 20 minutes.,yes . the lake is only miles away .,we can be there in minutes .,we can be there in minutes .,35,28
we can be there in 20 minutes.,i'll get our fishing rods.,we can be there in minutes .,i ' ll get our fishing rods .,i ' ll get our fishing rods .,28,29
i'll get our fishing rods.,i'll get the bait.,i ' ll get our fishing rods .,i ' ll get the bait .,i ' ll get the bait .,29,21
i'll get the bait.,we'll have fresh fish for dinner!,i ' ll get the bait .,we ' ll have fresh fish for dinner !,we ' ll have fresh fish for dinner !,21,36
baseball is fun.,i like to hit the ball.,baseball is fun .,i like to hit the ball .,i like to hit the ball .,17,24
i like to hit the ball.,i like to run around the bases.,i like to hit the ball .,i like to run around the bases .,i like to run around the bases .,24,32
i like to run around the bases.,i like to slide into the bases.,i like to run around the bases .,i like to slide into the bases .,i like to slide into the bases .,32,32
i like to slide into the bases.,yeah. it's a lot of fun to slide.,i like to slide into the bases .,yeah . it ' s a lot of fun to slide .,yeah . it ' s a lot of fun to slide .,32,37
yeah. it's a lot of fun to slide.,i want to be a baseball player when i grow up.,yeah . it ' s a lot of fun to slide .,i want to be a baseball player when i grow up .,i want to be a baseball player when i grow up .,37,47
i want to be a baseball player when i grow up.,me too. i want to play for the yankees.,i want to be a baseball player when i grow up .,me too . i want to play for the yankees .,me too . i want to play for the yankees .,47,41
me too. i want to play for the yankees.,not me. i want to play for the dodgers.,me too . i want to play for the yankees .,not me . i want to play for the dodgers .,not me . i want to play for the dodgers .,41,41
not me. i want to play for the dodgers.,we have to practice every day.,not me . i want to play for the dodgers .,we have to practice every day .,we have to practice every day .,41,31
we have to practice every day.,i don't like practice.,we have to practice every day .,i don ' t like practice .,i don ' t like practice .,31,25
i don't like practice.,me neither. it's boring.,i don ' t like practice .,me neither . it ' s boring .,me neither . it ' s boring .,25,28
me neither. it's boring.,but practice makes perfect.,me neither . it ' s boring .,but practice makes perfect .,but practice makes perfect .,28,28
let's go jogging.,that's a good idea.,let ' s go jogging .,that ' s a good idea .,that ' s a good idea .,20,22
that's a good idea.,i bought some new shoes.,that ' s a good idea .,i bought some new shoes .,i bought some new shoes .,22,25
i bought some new shoes.,are they comfortable?,i bought some new shoes .,are they comfortable ?,are they comfortable ?,25,22
are they comfortable?,they're very comfortable.,are they comfortable ?,they ' re very comfortable .,they ' re very comfortable .,22,28
they're very comfortable.,how much were they?,they ' re very comfortable .,how much were they ?,how much were they ?,28,20
how much were they?,they were on sale for $80.,how much were they ?,they were on sale for $ .,they were on sale for $ .,20,25
they were on sale for $80.,do they help you run faster?,they were on sale for $ .,do they help you run faster ?,do they help you run faster ?,25,29
do they help you run faster?,"no, but my feet don't hurt anymore.",do they help you run faster ?,"no , but my feet don ' t hurt anymore .","no , but my feet don ' t hurt anymore .",29,39
"no, but my feet don't hurt anymore.",then they're worth every penny.,"no , but my feet don ' t hurt anymore .",then they ' re worth every penny .,then they ' re worth every penny .,39,34
then they're worth every penny.,you might want to buy a pair.,then they ' re worth every penny .,you might want to buy a pair .,you might want to buy a pair .,34,30
you might want to buy a pair.,i'll wait until i wear this pair out.,you might want to buy a pair .,i ' ll wait until i wear this pair out .,i ' ll wait until i wear this pair out .,30,40
tiger is the greatest golfer in the world.,you can say that again.,tiger is the greatest golfer in the world .,you can say that again .,you can say that again .,43,24
you can say that again.,but i'm worried about tiger.,you can say that again .,but i ' m worried about tiger .,but i ' m worried about tiger .,24,31
but i'm worried about tiger.,why is that?,but i ' m worried about tiger .,why is that ?,why is that ?,31,13
why is that?,because he likes to scuba dive.,why is that ?,because he likes to scuba dive .,because he likes to scuba dive .,13,32
because he likes to scuba dive.,what's wrong with that?,because he likes to scuba dive .,what ' s wrong with that ?,what ' s wrong with that ?,32,26
what's wrong with that?,it can be dangerous.,what ' s wrong with that ?,it can be dangerous .,it can be dangerous .,26,21
it can be dangerous.,you mean he could drown.,it can be dangerous .,you mean he could drown .,you mean he could drown .,21,25
you mean he could drown.,he shouldn't scuba dive until he retires.,you mean he could drown .,he shouldn ' t scuba dive until he retires .,he shouldn ' t scuba dive until he retires .,25,44
he shouldn't scuba dive until he retires.,but he dives to relax.,he shouldn ' t scuba dive until he retires .,but he dives to relax .,but he dives to relax .,44,23
but he dives to relax.,"he might relax, but it makes me nervous.",but he dives to relax .,"he might relax , but it makes me nervous .","he might relax , but it makes me nervous .",23,42
"he might relax, but it makes me nervous.","if his wife doesn't mind, you shouldn't mind.","he might relax , but it makes me nervous .","if his wife doesn ' t mind , you shouldn ' t mind .","if his wife doesn ' t mind , you shouldn ' t mind .",42,51
did you watch that golf tournament?,the one that tiger won?,did you watch that golf tournament ?,the one that tiger won ?,the one that tiger won ?,36,24
the one that tiger won?,how did he do it?,the one that tiger won ?,how did he do it ?,how did he do it ?,24,18
how did he do it?,it was nothing for him.,how did he do it ?,it was nothing for him .,it was nothing for him .,18,24
it was nothing for him.,he sank a 20-foot putt on the last hole to win by one stroke!,it was nothing for him .,he sank a - foot putt on the last hole to win by one stroke !,he sank a - foot putt on the last hole to win by one stroke !,24,61
he sank a 20-foot putt on the last hole to win by one stroke!,he sank a 25-footer last year at the same tournament to win by one stroke.,he sank a - foot putt on the last hole to win by one stroke !,he sank a - footer last year at the same tournament to win by one stroke .,he sank a - footer last year at the same tournament to win by one stroke .,61,74
he sank a 25-footer last year at the same tournament to win by one stroke.,i think he is from outer space.,he sank a - footer last year at the same tournament to win by one stroke .,i think he is from outer space .,i think he is from outer space .,74,32
i think he is from outer space.,no human could possibly play golf that well.,i think he is from outer space .,no human could possibly play golf that well .,no human could possibly play golf that well .,32,45
no human could possibly play golf that well.,"whenever he needs a shot to win a tournament, he makes that shot.",no human could possibly play golf that well .,"whenever he needs a shot to win a tournament , he makes that shot .","whenever he needs a shot to win a tournament , he makes that shot .",45,67
"whenever he needs a shot to win a tournament, he makes that shot.",no human can do that.,"whenever he needs a shot to win a tournament , he makes that shot .",no human can do that .,no human can do that .,67,22
no human can do that.,somebody should check his birth record.,no human can do that .,somebody should check his birth record .,somebody should check his birth record .,22,40
somebody should check his birth record.,i bet it says he was born on mars.,somebody should check his birth record .,i bet it says he was born on mars .,i bet it says he was born on mars .,40,35
who's the greatest baseball player?,there are so many great players.,who ' s the greatest baseball player ?,there are so many great players .,there are so many great players .,38,33
there are so many great players.,"yes, but who is the greatest?",there are so many great players .,"yes , but who is the greatest ?","yes , but who is the greatest ?",33,31
"yes, but who is the greatest?",i'd have to say babe ruth.,"yes , but who is the greatest ?",i ' d have to say babe ruth .,i ' d have to say babe ruth .,31,29
i'd have to say babe ruth.,most people would say that.,i ' d have to say babe ruth .,most people would say that .,most people would say that .,29,28
most people would say that.,he changed the game.,most people would say that .,he changed the game .,he changed the game .,28,21
he changed the game.,"yes, he made the home run popular.",he changed the game .,"yes , he made the home run popular .","yes , he made the home run popular .",21,36
"yes, he made the home run popular.","everybody loved him, all over the nation.","yes , he made the home run popular .","everybody loved him , all over the nation .","everybody loved him , all over the nation .",36,43
"everybody loved him, all over the nation.",he helped make the yankees the best team ever.,"everybody loved him , all over the nation .",he helped make the yankees the best team ever .,he helped make the yankees the best team ever .,43,47
he helped make the yankees the best team ever.,"and ruth was a good person, too.",he helped make the yankees the best team ever .,"and ruth was a good person , too .","and ruth was a good person , too .",47,34
"and ruth was a good person, too.",he always visited hospitals to cheer up sick kids.,"and ruth was a good person , too .",he always visited hospitals to cheer up sick kids .,he always visited hospitals to cheer up sick kids .,34,51
he always visited hospitals to cheer up sick kids.,there will never be another babe.,he always visited hospitals to cheer up sick kids .,there will never be another babe .,there will never be another babe .,51,34
did you hear what happened at the baseball game?,"no, please tell me.",did you hear what happened at the baseball game ?,"no , please tell me .","no , please tell me .",49,21
"no, please tell me.",someone punched out someone.,"no , please tell me .",someone punched out someone .,someone punched out someone .,21,29
someone punched out someone.,that's not nice.,someone punched out someone .,that ' s not nice .,that ' s not nice .,29,19
that's not nice.,it's worse than that.,that ' s not nice .,it ' s worse than that .,it ' s worse than that .,19,24
it's worse than that.,how so?,it ' s worse than that .,how so ?,how so ?,24,8
how so?,two guys got into an argument.,how so ?,two guys got into an argument .,two guys got into an argument .,8,31
two guys got into an argument.,i'll bet they were drinking.,two guys got into an argument .,i ' ll bet they were drinking .,i ' ll bet they were drinking .,31,31
i'll bet they were drinking.,a third guy punched one of the two guys.,i ' ll bet they were drinking .,a third guy punched one of the two guys .,a third guy punched one of the two guys .,31,41
a third guy punched one of the two guys.,"i'll bet he was drinking, too.",a third guy punched one of the two guys .,"i ' ll bet he was drinking , too .","i ' ll bet he was drinking , too .",41,34
"i'll bet he was drinking, too.",the victim hit his head on the concrete steps and died.,"i ' ll bet he was drinking , too .",the victim hit his head on the concrete steps and died .,the victim hit his head on the concrete steps and died .,34,56
the victim hit his head on the concrete steps and died.,that's terrible. can't people just have fun at a baseball game?,the victim hit his head on the concrete steps and died .,that ' s terrible . can ' t people just have fun at a baseball game ?,that ' s terrible . can ' t people just have fun at a baseball game ?,56,69
