Question,Answer,Encoder Inputs,Decoder Inputs,Decoder Targets,Question Length,Answer Length
"that's a good idea, but there was a good sale at this store.",did you save any money on the sale?,that is a good idea but there was a good sale at this store,<sos> did you save any money on the sale <eos>,did you save any money on the sale <eos>,59,46
did you save any money on the sale?,"yes, i did. i saved about $50.",did you save any money on the sale,<sos> yes i did i saved about $ <eos>,yes i did i saved about $ <eos>,34,37
"yes, i did. i saved about $50.",that's great.,yes i did i saved about $,<sos> that is great <eos>,that is great <eos>,25,25
that's great.,"yes, except this dent will cost about $150.",that is great,<sos> yes except this dent will cost about $ <eos>,yes except this dent will cost about $ <eos>,13,50
"did you see ""titanic""?",yes. it is a great movie.,did you see titanic,<sos> yes it is a great movie <eos>,yes it is a great movie <eos>,19,35
yes. it is a great movie.,i saw it twelve times.,yes it is a great movie,<sos> i saw it twelve times <eos>,i saw it twelve times <eos>,23,33
i saw it twelve times.,i saw it eight times.,i saw it twelve times,<sos> i saw it eight times <eos>,i saw it eight times <eos>,21,32
i saw it eight times.,i have the dvd.,i saw it eight times,<sos> i have the dvd <eos>,i have the dvd <eos>,20,26
i have the dvd.,so do i.,i have the dvd,<sos> so do i <eos>,so do i <eos>,14,19
so do i.,let's go to your home.,so do i,<sos> let ' s go to your home <eos>,let ' s go to your home <eos>,7,35
let's go to your home.,we can watch my dvd.,let ' s go to your home,<sos> we can watch my dvd <eos>,we can watch my dvd <eos>,23,31
we can watch my dvd.,and then we can go to my home.,we can watch my dvd,<sos> and then we can go to my home <eos>,and then we can go to my home <eos>,19,41
and then we can go to my home.,and watch your dvd.,and then we can go to my home,<sos> and watch your dvd <eos>,and watch your dvd <eos>,29,30
and watch your dvd.,i always cry at the end.,and watch your dvd,<sos> i always cry at the end <eos>,i always cry at the end <eos>,18,35
i always cry at the end.,me too. it's so sad.,i always cry at the end,<sos> me too it is so sad <eos>,me too it is so sad <eos>,23,31
let's play cards.,i don't know any card games.,let ' s play cards,<sos> i do not know any card games <eos>,i do not know any card games <eos>,18,40
i don't know any card games.,i'll teach you one.,i do not know any card games,<sos> i will teach you one <eos>,i will teach you one <eos>,28,32
i'll teach you one.,okay. what will you teach me?,i will teach you one,<sos> okay what will you teach me <eos>,okay what will you teach me <eos>,20,39
okay. what will you teach me?,it's called poker.,okay what will you teach me,<sos> it is called poker <eos>,it is called poker <eos>,27,30
it's called poker.,is it easy to learn?,it is called poker,<sos> is it easy to learn <eos>,is it easy to learn <eos>,18,31
is it easy to learn?,"yes, it will only take about 30 minutes.",is it easy to learn,<sos> yes it will only take about minutes <eos>,yes it will only take about minutes <eos>,19,47
"yes, it will only take about 30 minutes.",okay. teach me how to play.,yes it will only take about minutes,<sos> okay teach me how to play <eos>,okay teach me how to play <eos>,35,37
okay. teach me how to play.,we each get five cards.,okay teach me how to play,<sos> we each get five cards <eos>,we each get five cards <eos>,25,34
we each get five cards.,"oh, look. i have four tens.",we each get five cards,<sos> oh look i have four tens <eos>,oh look i have four tens <eos>,22,36
"oh, look. i have four tens.","that's great, but you're not supposed to tell me.",oh look i have four tens,<sos> that is great but you are not supposed to tell me <eos>,that is great but you are not supposed to tell me <eos>,24,61
"that's great, but you're not supposed to tell me.","oh. sorry. okay, i don't have four tens.",that is great but you are not supposed to tell me,<sos> oh sorry okay i do not have four tens <eos>,oh sorry okay i do not have four tens <eos>,49,49
i'm a good card player.,why is that?,i am a good card player,<sos> why is that <eos>,why is that <eos>,23,23
why is that?,because i watch the other players.,why is that,<sos> because i watch the other players <eos>,because i watch the other players <eos>,11,45
because i watch the other players.,what do you mean?,because i watch the other players,<sos> what do you mean <eos>,what do you mean <eos>,33,28
what do you mean?,people will tell you if they have a good hand.,what do you mean,<sos> people will tell you if they have a good hand <eos>,people will tell you if they have a good hand <eos>,16,57
people will tell you if they have a good hand.,how do they do that?,people will tell you if they have a good hand,<sos> how do they do that <eos>,how do they do that <eos>,45,31
how do they do that?,"for example, a friend of mine licks his lips.",how do they do that,<sos> for example a friend of mine licks his lips <eos>,for example a friend of mine licks his lips <eos>,19,55
"for example, a friend of mine licks his lips.","when he licks his lips, you know he has a good hand?",for example a friend of mine licks his lips,<sos> when he licks his lips you know he has a good hand <eos>,when he licks his lips you know he has a good hand <eos>,43,62
"when he licks his lips, you know he has a good hand?","i know he has a good hand, so i don't bet.",when he licks his lips you know he has a good hand,<sos> i know he has a good hand so i do not bet <eos>,i know he has a good hand so i do not bet <eos>,50,53
"i know he has a good hand, so i don't bet.",he never wins your money?,i know he has a good hand so i do not bet,<sos> he never wins your money <eos>,he never wins your money <eos>,41,36
he never wins your money?,"nope, and it drives him crazy.",he never wins your money,<sos> nope and it drives him crazy <eos>,nope and it drives him crazy <eos>,24,40
"nope, and it drives him crazy.",he knows you can't read his mind. maybe he thinks you're cheating.,nope and it drives him crazy,<sos> he knows you cannot read his mind maybe he thinks you are cheating <eos>,he knows you cannot read his mind maybe he thinks you are cheating <eos>,28,78
"turn the radio down, please.",but i'm listening to it.,turn the radio down please,<sos> but i am listening to it <eos>,but i am listening to it <eos>,26,36
but i'm listening to it.,"well, listen to it more quietly.",but i am listening to it,<sos> well listen to it more quietly <eos>,well listen to it more quietly <eos>,24,42
"well, listen to it more quietly.",i can't wait till i grow up.,well listen to it more quietly,<sos> i cannot wait till i grow up <eos>,i cannot wait till i grow up <eos>,30,40
i can't wait till i grow up.,what will you do?,i cannot wait till i grow up,<sos> what will you do <eos>,what will you do <eos>,28,28
what will you do?,i will play the radio as loud as i want.,what will you do,<sos> i will play the radio as loud as i want <eos>,i will play the radio as loud as i want <eos>,16,51
i will play the radio as loud as i want.,that's okay with me.,i will play the radio as loud as i want,<sos> that is okay with me <eos>,that is okay with me <eos>,39,32
that's okay with me.,i will have a radio in every room of my house.,that is okay with me,<sos> i will have a radio in every room of my house <eos>,i will have a radio in every room of my house <eos>,20,57
i will have a radio in every room of my house.,remind me to never visit you.,i will have a radio in every room of my house,<sos> remind me to never visit you <eos>,remind me to never visit you <eos>,45,40
remind me to never visit you.,all the radios will be on extra loud.,remind me to never visit you,<sos> all the radios will be on extra loud <eos>,all the radios will be on extra loud <eos>,28,48
all the radios will be on extra loud.,your neighbors will hate you.,all the radios will be on extra loud,<sos> your neighbors will hate you <eos>,your neighbors will hate you <eos>,36,40
your neighbors will hate you.,"if they don't like it, they can move.",your neighbors will hate you,<sos> if they do not like it they can move <eos>,if they do not like it they can move <eos>,28,48
i hope i win the lotto.,your chances are very small.,i hope i win the lotto,<sos> your chances are very small <eos>,your chances are very small <eos>,22,39
your chances are very small.,but you can't win if you don't play.,your chances are very small,<sos> but you cannot win if you do not play <eos>,but you cannot win if you do not play <eos>,27,49
but you can't win if you don't play.,ha! you can't win if you do play.,but you cannot win if you do not play,<sos> ha you cannot win if you do play <eos>,ha you cannot win if you do play <eos>,37,44
ha! you can't win if you do play.,someone has to win.,ha you cannot win if you do play,<sos> someone has to win <eos>,someone has to win <eos>,32,30
someone has to win.,that's what everyone says.,someone has to win,<sos> that is what everyone says <eos>,that is what everyone says <eos>,18,38
that's what everyone says.,it might as well be me.,that is what everyone says,<sos> it might as well be me <eos>,it might as well be me <eos>,26,34
it might as well be me.,that's what everyone says.,it might as well be me,<sos> that is what everyone says <eos>,that is what everyone says <eos>,22,38
that's what everyone says.,you're trying to tell me something.,that is what everyone says,<sos> you are trying to tell me something <eos>,you are trying to tell me something <eos>,26,47
you're trying to tell me something.,that didn't take long.,you are trying to tell me something,<sos> that did not take long <eos>,that did not take long <eos>,35,34
that didn't take long.,you think i should quit playing.,that did not take long,<sos> you think i should quit playing <eos>,you think i should quit playing <eos>,22,43
you think i should quit playing.,save your money for school.,you think i should quit playing,<sos> save your money for school <eos>,save your money for school <eos>,31,38
what's on tv?,nothing much.,that is on tv,<sos> nothing much <eos>,nothing much <eos>,13,24
nothing much.,what about the baseball game?,nothing much,<sos> what about the baseball game <eos>,what about the baseball game <eos>,12,40
what about the baseball game?,it got rained out.,what about the baseball game,<sos> it got rained out <eos>,it got rained out <eos>,28,29
it got rained out.,rained out?,it got rained out,<sos> rained out <eos>,rained out <eos>,17,22
rained out?,"yes, rained out.",rained out,<sos> yes rained out <eos>,yes rained out <eos>,10,26
"yes, rained out.",how could that be?,yes rained out,<sos> how could that be <eos>,how could that be <eos>,14,29
how could that be?,"well, you can't play baseball in a rainstorm.",how could that be,<sos> well you cannot play baseball in a rainstorm <eos>,well you cannot play baseball in a rainstorm <eos>,17,56
"well, you can't play baseball in a rainstorm.",i thought they were playing under a dome.,well you cannot play baseball in a rainstorm,<sos> i thought they were playing under a dome <eos>,i thought they were playing under a dome <eos>,44,52
i thought they were playing under a dome.,the dome doesn't close.,i thought they were playing under a dome,<sos> the dome does not close <eos>,the dome does not close <eos>,40,35
the dome doesn't close.,why doesn't it close?,the dome does not close,<sos> why does not it close <eos>,why does not it close <eos>,23,33
why doesn't it close?,who knows? they said they'll fix it before next season.,why does not it close,<sos> who knows they said they will fix it before next season <eos>,who knows they said they will fix it before next season <eos>,21,67
can i try your coffee?,sure. here you go.,can i try your coffee,<sos> sure here you go <eos>,sure here you go <eos>,21,28
sure. here you go.,"hmm, that's not bad.",sure here you go,<sos> hmm that is not bad <eos>,hmm that is not bad <eos>,16,31
"hmm, that's not bad.",there's nothing in it.,hmm that is not bad,<sos> there ' s nothing in it <eos>,there ' s nothing in it <eos>,19,35
there's nothing in it.,what do you mean?,there ' s nothing in it,<sos> what do you mean <eos>,what do you mean <eos>,23,28
what do you mean?,"i mean, it's just coffee.",what do you mean,<sos> i mean it is just coffee <eos>,i mean it is just coffee <eos>,16,36
"i mean, it's just coffee.",i figured that.,i mean it is just coffee,<sos> i figured that <eos>,i figured that <eos>,24,26
i figured that.,it's not too bitter for you?,i figured that,<sos> it is not too bitter for you <eos>,it is not too bitter for you <eos>,14,40
it's not too bitter for you?,"it's a little bitter, but it's okay.",it is not too bitter for you,<sos> it is a little bitter but it is okay <eos>,it is a little bitter but it is okay <eos>,28,48
"it's a little bitter, but it's okay.",there's no sugar or cream in it.,it is a little bitter but it is okay,<sos> there ' s no sugar or cream in it <eos>,there ' s no sugar or cream in it <eos>,36,45
there's no sugar or cream in it.,"no, it's a taste you have to get used to.",there ' s no sugar or cream in it,<sos> no it is a taste you have to get used to <eos>,no it is a taste you have to get used to <eos>,33,52
"no, it's a taste you have to get used to.",sort of like beer.,no it is a taste you have to get used to,<sos> sort of like beer <eos>,sort of like beer <eos>,40,29
let's take a walk.,what's the weather like?,let ' s take a walk,<sos> that is the weather like <eos>,that is the weather like <eos>,19,36
what's the weather like?,let me step outside and see.,that is the weather like,<sos> let me step outside and see <eos>,let me step outside and see <eos>,24,39
let me step outside and see.,"it's a little chilly, right?",let me step outside and see,<sos> it is a little chilly right <eos>,it is a little chilly right <eos>,27,39
"it's a little chilly, right?","yes, it is.",it is a little chilly right,<sos> yes it is <eos>,yes it is <eos>,27,21
"yes, it is.",i'll put on my cap.,yes it is,<sos> i will put on my cap <eos>,i will put on my cap <eos>,9,32
i'll put on my cap.,"wear a jacket, too.",i will put on my cap,<sos> wear a jacket too <eos>,wear a jacket too <eos>,20,29
"wear a jacket, too.",i wonder if i should bring my gloves.,wear a jacket too,<sos> i wonder if i should bring my gloves <eos>,i wonder if i should bring my gloves <eos>,17,48
i wonder if i should bring my gloves.,"maybe you should, just in case it gets colder.",i wonder if i should bring my gloves,<sos> maybe you should just in case it gets colder <eos>,maybe you should just in case it gets colder <eos>,36,56
"maybe you should, just in case it gets colder.",i'll put a glove in each pocket.,maybe you should just in case it gets colder,<sos> i will put a glove in each pocket <eos>,i will put a glove in each pocket <eos>,44,45
i'll put a glove in each pocket.,we'll get warmer as we walk.,i will put a glove in each pocket,<sos> we will get warmer as we walk <eos>,we will get warmer as we walk <eos>,33,41
we'll get warmer as we walk.,"yes, but it gets colder as the sun goes down.",we will get warmer as we walk,<sos> yes but it gets colder as the sun goes down <eos>,yes but it gets colder as the sun goes down <eos>,29,55
look at the car chase on tv!,that driver is crazy.,look at the car chase on tv,<sos> that driver is crazy <eos>,that driver is crazy <eos>,27,32
that driver is crazy.,i can't believe he hasn't crashed.,that driver is crazy,<sos> i cannot believe he has not crashed <eos>,i cannot believe he has not crashed <eos>,20,47
i can't believe he hasn't crashed.,how fast is he going?,i cannot believe he has not crashed,<sos> how fast is he going <eos>,how fast is he going <eos>,35,32
how fast is he going?,they say he's going 80 miles per hour.,how fast is he going,<sos> they say he is going miles per hour <eos>,they say he is going miles per hour <eos>,20,47
they say he's going 80 miles per hour.,he's going to kill someone.,they say he is going miles per hour,<sos> he is going to kill someone <eos>,he is going to kill someone <eos>,35,39
he's going to kill someone.,look! he just hit that car.,he is going to kill someone,<sos> look he just hit that car <eos>,look he just hit that car <eos>,27,37
look! he just hit that car.,"oh, my goodness. no one is safe on the streets.",look he just hit that car,<sos> oh my goodness no one is safe on the streets <eos>,oh my goodness no one is safe on the streets <eos>,25,56
"oh, my goodness. no one is safe on the streets.",now he's slowing down.,oh my goodness no one is safe on the streets,<sos> now he is slowing down <eos>,now he is slowing down <eos>,44,34
now he's slowing down.,maybe he ran out of gas.,now he is slowing down,<sos> maybe he ran out of gas <eos>,maybe he ran out of gas <eos>,22,35
maybe he ran out of gas.,look! he just got out of the car and started running.,maybe he ran out of gas,<sos> look he just got out of the car and started running <eos>,look he just got out of the car and started running <eos>,23,63
look! he just got out of the car and started running.,i hope the police catch him.,look he just got out of the car and started running,<sos> i hope the police catch him <eos>,i hope the police catch him <eos>,51,39
tv news is so stupid.,they shouldn't even call it news.,tv news is so stupid,<sos> they should not even call it news <eos>,they should not even call it news <eos>,20,45
they shouldn't even call it news.,last night they told us about a cat in a sofa.,they should not even call it news,<sos> last night they told us about a cat in a sofa <eos>,last night they told us about a cat in a sofa <eos>,33,57
last night they told us about a cat in a sofa.,yesterday they told us about a dog in a pipe.,last night they told us about a cat in a sofa,<sos> yesterday they told us about a dog in a pipe <eos>,yesterday they told us about a dog in a pipe <eos>,45,56
yesterday they told us about a dog in a pipe.,last week they told us about a bear in a back yard.,yesterday they told us about a dog in a pipe,<sos> last week they told us about a bear in a back yard <eos>,last week they told us about a bear in a back yard <eos>,44,62
last week they told us about a bear in a back yard.,last month they told us about a mouse in a restaurant.,last week they told us about a bear in a back yard,<sos> last month they told us about a mouse in a restaurant <eos>,last month they told us about a mouse in a restaurant <eos>,50,65
last month they told us about a mouse in a restaurant.,the weatherman tells us the temperature in every town.,last month they told us about a mouse in a restaurant,<sos> the weatherman tells us the temperature in every town <eos>,the weatherman tells us the temperature in every town <eos>,53,65
the weatherman tells us the temperature in every town.,the sports guy shows us players fighting.,the weatherman tells us the temperature in every town,<sos> the sports guy shows us players fighting <eos>,the sports guy shows us players fighting <eos>,53,52
the sports guy shows us players fighting.,"they always tell us ""what's next.""",the sports guy shows us players fighting,<sos> they always tell us that is next <eos>,they always tell us that is next <eos>,40,44
"they always tell us ""what's next.""","they always make ""what's next"" sound exciting, but it never is.",they always tell us that is next,<sos> they always make that is next sound exciting but it never is <eos>,they always make that is next sound exciting but it never is <eos>,32,72
"they always make ""what's next"" sound exciting, but it never is.",it's more like news for kids.,they always make that is next sound exciting but it never is,<sos> it is more like news for kids <eos>,it is more like news for kids <eos>,60,41
it's more like news for kids.,they should have kid reporters.,it is more like news for kids,<sos> they should have kid reporters <eos>,they should have kid reporters <eos>,29,42
i love my computer.,computers are so cool.,i love my computer,<sos> computers are so cool <eos>,computers are so cool <eos>,18,33
computers are so cool.,i love to go online.,computers are so cool,<sos> i love to go online <eos>,i love to go online <eos>,21,31
i love to go online.,the internet is amazing.,i love to go online,<sos> the internet is amazing <eos>,the internet is amazing <eos>,19,35
the internet is amazing.,you can travel all over the world.,the internet is amazing,<sos> you can travel all over the world <eos>,you can travel all over the world <eos>,23,45
you can travel all over the world.,i know. i went to china yesterday.,you can travel all over the world,<sos> i know i went to china yesterday <eos>,i know i went to china yesterday <eos>,33,44
i know. i went to china yesterday.,what did you do?,i know i went to china yesterday,<sos> what did you do <eos>,what did you do <eos>,32,27
what did you do?,i stood on the great wall and looked all around.,what did you do,<sos> i stood on the great wall and looked all around <eos>,i stood on the great wall and looked all around <eos>,15,59
i stood on the great wall and looked all around.,what was it like?,i stood on the great wall and looked all around,<sos> what was it like <eos>,what was it like <eos>,47,28
what was it like?,it was like the real thing.,what was it like,<sos> it was like the real thing <eos>,it was like the real thing <eos>,16,38
it was like the real thing.,it was like being there?,it was like the real thing,<sos> it was like being there <eos>,it was like being there <eos>,26,35
it was like being there?,"yes, i felt like i was actually there.",it was like being there,<sos> yes i felt like i was actually there <eos>,yes i felt like i was actually there <eos>,23,48
the beatles are the best.,they are the best musical group ever.,the beatles are the best,<sos> they are the best musical group ever <eos>,they are the best musical group ever <eos>,24,48
they are the best musical group ever.,i love all their songs.,they are the best musical group ever,<sos> i love all their songs <eos>,i love all their songs <eos>,36,34
i love all their songs.,i don't know which one i like the best.,i love all their songs,<sos> i do not know which one i like the best <eos>,i do not know which one i like the best <eos>,22,51
i don't know which one i like the best.,i like the ones i can sing along with.,i do not know which one i like the best,<sos> i like the ones i can sing along with <eos>,i like the ones i can sing along with <eos>,39,49
i like the ones i can sing along with.,"so do i, like ""she loves you.""",i like the ones i can sing along with,<sos> so do i like she loves you <eos>,so do i like she loves you <eos>,37,38
"so do i, like ""she loves you.""","she loves you, yeah, yeah, yeah!...",so do i like she loves you,<sos> she loves you yeah yeah yeah <eos>,she loves you yeah yeah yeah <eos>,26,40
"she loves you, yeah, yeah, yeah!...",and you know you should be glad!,she loves you yeah yeah yeah,<sos> and you know you should be glad <eos>,and you know you should be glad <eos>,28,43
and you know you should be glad!,what a great song.,and you know you should be glad,<sos> what a great song <eos>,what a great song <eos>,31,29
what a great song.,"how about ""let it be?""",what a great song,<sos> how about let it be <eos>,how about let it be <eos>,17,31
"how about ""let it be?""","oh, yes! ""let it be, let it be""",how about let it be,<sos> oh yes let it be let it be <eos>,oh yes let it be let it be <eos>,19,38
"oh, yes! ""let it be, let it be""","there will be an answer, let it be!",oh yes let it be let it be,<sos> there will be an answer let it be <eos>,there will be an answer let it be <eos>,26,45
let's go to a movie.,i'd rather not.,let ' s go to a movie,<sos> i would rather not <eos>,i would rather not <eos>,21,30
i'd rather not.,why not?,i would rather not,<sos> why not <eos>,why not <eos>,18,19
why not?,you know i don't like crowds.,why not,<sos> you know i do not like crowds <eos>,you know i do not like crowds <eos>,7,41
you know i don't like crowds.,let's go to an early movie.,you know i do not like crowds,<sos> let ' s go to an early movie <eos>,let ' s go to an early movie <eos>,29,40
let's go to an early movie.,"okay, that won't be very crowded.",let ' s go to an early movie,<sos> okay that will not be very crowded <eos>,okay that will not be very crowded <eos>,28,46
"okay, that won't be very crowded.",what would you like to see?,okay that will not be very crowded,<sos> what would you like to see <eos>,what would you like to see <eos>,34,38
what would you like to see?,"oh, i don't care. you're the one who wants to go out.",what would you like to see,<sos> oh i do not care you are the one who wants to go out <eos>,oh i do not care you are the one who wants to go out <eos>,26,64
"oh, i don't care. you're the one who wants to go out.","well, i want to see ""the pursuit of happyness.""",oh i do not care you are the one who wants to go out,<sos> well i want to see the pursuit of happyness <eos>,well i want to see the pursuit of happyness <eos>,52,55
"well, i want to see ""the pursuit of happyness.""",what have you heard about it?,well i want to see the pursuit of happyness,<sos> what have you heard about it <eos>,what have you heard about it <eos>,43,40
what have you heard about it?,it's based on a true story about a divorced man and his young son.,what have you heard about it,<sos> it is based on a true story about a divorced man and his young son <eos>,it is based on a true story about a divorced man and his young son <eos>,28,78
it's based on a true story about a divorced man and his young son.,"well, i hope it has a happy ending.",it is based on a true story about a divorced man and his young son,<sos> well i hope it has a happy ending <eos>,well i hope it has a happy ending <eos>,66,45
what's your favorite thing to do?,i like to watch people.,that is your favorite thing to do,<sos> i like to watch people <eos>,i like to watch people <eos>,33,34
i like to watch people.,that's your favorite thing to do?,i like to watch people,<sos> that is your favorite thing to do <eos>,that is your favorite thing to do <eos>,22,45
that's your favorite thing to do?,"well, it's one of them.",that is your favorite thing to do,<sos> well it is one of them <eos>,well it is one of them <eos>,33,34
"well, it's one of them.",where do you go to watch people?,well it is one of them,<sos> where do you go to watch people <eos>,where do you go to watch people <eos>,22,43
where do you go to watch people?,my girlfriend and i sit outside starbucks.,where do you go to watch people,<sos> my girlfriend and i sit outside starbucks <eos>,my girlfriend and i sit outside starbucks <eos>,31,53
my girlfriend and i sit outside starbucks.,that sounds like a good spot.,my girlfriend and i sit outside starbucks,<sos> that sounds like a good spot <eos>,that sounds like a good spot <eos>,41,40
that sounds like a good spot.,we watch people walk by with their dogs.,that sounds like a good spot,<sos> we watch people walk by with their dogs <eos>,we watch people walk by with their dogs <eos>,28,51
we watch people walk by with their dogs.,i guess you see lots of different dogs.,we watch people walk by with their dogs,<sos> i guess you see lots of different dogs <eos>,i guess you see lots of different dogs <eos>,39,50
i guess you see lots of different dogs.,we don't even know what kind most of them are.,i guess you see lots of different dogs,<sos> we do not even know what kind most of them are <eos>,we do not even know what kind most of them are <eos>,38,58
we don't even know what kind most of them are.,"there are lots of different kinds, but they all have one thing in common.",we do not even know what kind most of them are,<sos> there are lots of different kinds but they all have one thing in common <eos>,there are lots of different kinds but they all have one thing in common <eos>,46,83
"there are lots of different kinds, but they all have one thing in common.","yes, they love to sniff each other when they meet.",there are lots of different kinds but they all have one thing in common,<sos> yes they love to sniff each other when they meet <eos>,yes they love to sniff each other when they meet <eos>,71,60
they call him father dollar bill.,"yes, he was on the tv news today.",they call him father dollar bill,<sos> yes he was on the tv news today <eos>,yes he was on the tv news today <eos>,32,43
"yes, he was on the tv news today.",every easter sunday he gives away money.,yes he was on the tv news today,<sos> every easter sunday he gives away money <eos>,every easter sunday he gives away money <eos>,31,51
every easter sunday he gives away money.,is it his money?,every easter sunday he gives away money,<sos> is it his money <eos>,is it his money <eos>,39,27
is it his money?,no. movie stars give him money to give to homeless people.,is it his money,<sos> no movie stars give him money to give to homeless people <eos>,no movie stars give him money to give to homeless people <eos>,15,68
no. movie stars give him money to give to homeless people.,how much money does he give away?,no movie stars give him money to give to homeless people,<sos> how much money does he give away <eos>,how much money does he give away <eos>,56,44
how much money does he give away?,"this year he gave away $15,000.",how much money does he give away,<sos> this year he gave away $ <eos>,this year he gave away $ <eos>,32,36
"this year he gave away $15,000.",that's a lot of money.,this year he gave away $,<sos> that is a lot of money <eos>,that is a lot of money <eos>,24,34
that's a lot of money.,he gave $100 to people in wheelchairs.,that is a lot of money,<sos> he gave $ to people in wheelchairs <eos>,he gave $ to people in wheelchairs <eos>,22,46
he gave $100 to people in wheelchairs.,what about the other homeless people?,he gave $ to people in wheelchairs,<sos> what about the other homeless people <eos>,what about the other homeless people <eos>,34,48
what about the other homeless people?,they got $1 each.,what about the other homeless people,<sos> they got $ each <eos>,they got $ each <eos>,36,27
they got $1 each.,people stood in line just to get one dollar?!,they got $ each,<sos> people stood in line just to get one dollar <eos>,people stood in line just to get one dollar <eos>,15,55
old movies are the best.,even though they're in black and white.,old movies are the best,<sos> even though they are in black and white <eos>,even though they are in black and white <eos>,23,51
even though they're in black and white.,a good story is more important than color.,even though they are in black and white,<sos> a good story is more important than color <eos>,a good story is more important than color <eos>,39,53
a good story is more important than color.,actors didn't curse back then.,a good story is more important than color,<sos> actors did not curse back then <eos>,actors did not curse back then <eos>,41,42
actors didn't curse back then.,and there was no violence.,actors did not curse back then,<sos> and there was no violence <eos>,and there was no violence <eos>,30,37
and there was no violence.,people today don't like that.,and there was no violence,<sos> people today do not like that <eos>,people today do not like that <eos>,25,41
people today don't like that.,"no, today people like lots of action.",people today do not like that,<sos> no today people like lots of action <eos>,no today people like lots of action <eos>,29,47
"no, today people like lots of action.",i like a good story.,no today people like lots of action,<sos> i like a good story <eos>,i like a good story <eos>,35,31
i like a good story.,i like to see actors who are like real people.,i like a good story,<sos> i like to see actors who are like real people <eos>,i like to see actors who are like real people <eos>,19,57
i like to see actors who are like real people.,like real people with real problems.,i like to see actors who are like real people,<sos> like real people with real problems <eos>,like real people with real problems <eos>,45,47
like real people with real problems.,they still make movies like that.,like real people with real problems,<sos> they still make movies like that <eos>,they still make movies like that <eos>,35,44
they still make movies like that.,"yes, but they never make much money.",they still make movies like that,<sos> yes but they never make much money <eos>,yes but they never make much money <eos>,32,46
do you get pbs on tv?,"yes, everybody gets the public broadcasting system.",do you get pbs on tv,<sos> yes everybody gets the public broadcasting system <eos>,yes everybody gets the public broadcasting system <eos>,20,61
"yes, everybody gets the public broadcasting system.",it puts me to sleep.,yes everybody gets the public broadcasting system,<sos> it puts me to sleep <eos>,it puts me to sleep <eos>,49,31
it puts me to sleep.,tell me about it.,it puts me to sleep,<sos> tell me about it <eos>,tell me about it <eos>,19,28
tell me about it.,a gardening show follows a knitting show.,tell me about it,<sos> a gardening show follows a knitting show <eos>,a gardening show follows a knitting show <eos>,16,52
a gardening show follows a knitting show.,a cooking show follows a sewing show.,a gardening show follows a knitting show,<sos> a cooking show follows a sewing show <eos>,a cooking show follows a sewing show <eos>,40,48
a cooking show follows a sewing show.,a travel show follows another travel show.,a cooking show follows a sewing show,<sos> a travel show follows another travel show <eos>,a travel show follows another travel show <eos>,36,53
a travel show follows another travel show.,i'll say! i've gone around the world a dozen times already!,a travel show follows another travel show,<sos> i will say i have gone around the world a dozen times already <eos>,i will say i have gone around the world a dozen times already <eos>,41,73
i'll say! i've gone around the world a dozen times already!,now they're adding old tv shows to the old movies.,i will say i have gone around the world a dozen times already,<sos> now they are adding old tv shows to the old movies <eos>,now they are adding old tv shows to the old movies <eos>,61,62
now they're adding old tv shows to the old movies.,i sure would like to see something interesting for a change.,now they are adding old tv shows to the old movies,<sos> i sure would like to see something interesting for a change <eos>,i sure would like to see something interesting for a change <eos>,50,71
i sure would like to see something interesting for a change.,"if more people donate money, pbs could offer new shows.",i sure would like to see something interesting for a change,<sos> if more people donate money pbs could offer new shows <eos>,if more people donate money pbs could offer new shows <eos>,59,65
"if more people donate money, pbs could offer new shows.",who wants to donate? public tv should be free.,if more people donate money pbs could offer new shows,<sos> who wants to donate public tv should be free <eos>,who wants to donate public tv should be free <eos>,53,56
"i love to watch ""judge judy.""",is that a tv show?,i love to watch judge judy,<sos> is that a tv show <eos>,is that a tv show <eos>,26,29
is that a tv show?,yes. it's on every afternoon.,is that a tv show,<sos> yes it is on every afternoon <eos>,yes it is on every afternoon <eos>,17,40
yes. it's on every afternoon.,what's so good about it?,yes it is on every afternoon,<sos> that is so good about it <eos>,that is so good about it <eos>,28,36
what's so good about it?,they have interesting lawsuits.,that is so good about it,<sos> they have interesting lawsuits <eos>,they have interesting lawsuits <eos>,24,42
they have interesting lawsuits.,such as?,they have interesting lawsuits,<sos> such as <eos>,such as <eos>,30,19
such as?,"yesterday, a woman complained about a cell phone she bought on ebay.",such as,<sos> yesterday a woman complained about a cell phone she bought on ebay <eos>,yesterday a woman complained about a cell phone she bought on ebay <eos>,7,78
"yesterday, a woman complained about a cell phone she bought on ebay.",was something wrong with the phone?,yesterday a woman complained about a cell phone she bought on ebay,<sos> was something wrong with the phone <eos>,was something wrong with the phone <eos>,66,46
was something wrong with the phone?,it works only in canada.,was something wrong with the phone,<sos> it works only in canada <eos>,it works only in canada <eos>,34,35
it works only in canada.,did the seller know that?,it works only in canada,<sos> did the seller know that <eos>,did the seller know that <eos>,23,36
did the seller know that?,"yes, and he didn't tell the buyer.",did the seller know that,<sos> yes and he did not tell the buyer <eos>,yes and he did not tell the buyer <eos>,24,45
"yes, and he didn't tell the buyer.",i hope judge judy made the seller take the phone back.,yes and he did not tell the buyer,<sos> i hope judge judy made the seller take the phone back <eos>,i hope judge judy made the seller take the phone back <eos>,33,65
